married,race,loan_decision,occupancy,loan_amount,applicant_income,num_units,num_dependants,self_employed,monthly_income,purchase_price,liquid_assets,mortage_payment_history,consumer_credit_history,filed_bankruptcy,property_type,gender
True,white,approve,1,118,58,1,1,False,4.87,132.0,12.0,2,1,False,2,male
True,white,approve,1,127,47,1,1,False,2.06,141.0,23.0,2,1,False,2,male
True,white,approve,1,70,44,1,2,False,1.73,88.0,8.0,1,1,False,2,male
True,black,reject,1,152,92,1,0,False,3.57,190.0,62.0,2,2,False,2,male
False,white,approve,1,170,89,1,1,True,7.45,280.0,204.2,1,1,True,2,female
True,white,approve,1,79,55,1,0,False,4.11,147.0,48.0,1,1,False,2,male
False,white,approve,1,131,144,1,0,False,12.0,164.0,81.5,2,2,False,1,male
False,white,approve,1,150,31,3,0,False,2.81,187.0,19.0,1,1,False,3,male
True,white,approve,1,100,46,1,2,False,3.82,202.0,32.0,2,1,False,2,male
True,black,approve,1,111,49,1,2,False,1.71,120.0,30.0,2,5,False,2,male
False,black,approve,1,118,60,1,0,False,5.05,131.0,4.0,2,3,False,1,male
False,white,approve,1,155,84,1,0,False,3.58,199.0,56.4,2,1,False,2,male
True,white,approve,1,176,74,3,2,False,3.42,195.9,23.5,2,5,False,3,male
True,white,approve,1,82,27,2,1,True,2.46,102.0,41.0,1,1,False,3,male
True,white,approve,1,154,65,1,0,False,3.17,162.0,20.0,2,2,False,2,female
True,white,approve,1,85,43,1,1,False,2.21,110.0,34.0,2,1,False,2,male
True,white,approve,1,140,83,1,0,False,4.56,284.0,91.0,2,1,False,2,male
True,white,approve,1,186,67,1,0,False,3.19,207.0,32.0,2,1,False,2,male
True,white,approve,1,106,84,1,0,False,7.08,132.0,51.0,1,5,False,2,male
True,white,approve,1,166,112,1,0,True,9.3,207.0,47.0,1,1,False,1,male
False,white,approve,1,95,30,2,0,False,2.53,105.0,13.0,2,2,False,3,male
True,white,approve,1,131,64,1,0,False,3.75,138.0,19.0,2,1,False,2,male
False,white,reject,2,50,43,1,0,True,6.36,75.0,40.0,2,4,False,2,male
True,white,approve,1,135,84,1,2,False,4.64,276.0,83.1,1,1,False,2,male
True,black,approve,1,224,90,1,1,False,3.41,255.0,25.0,1,1,False,2,male
True,white,approve,1,82,70,1,0,False,3.71,91.0,217.0,2,1,False,1,male
True,white,approve,1,159,82,1,1,True,3.1,199.0,65.0,2,1,False,2,male
True,white,approve,1,185,85,1,0,False,7.95,205.0,36.6,2,1,False,2,female
True,hispan,reject,1,163,58,1,3,False,3.83,290.0,23.9,4,6,False,1,male
True,white,approve,1,175,94,1,0,False,5.57,235.0,69.0,1,2,False,2,male
False,white,approve,1,259,125,1,0,False,10.41,288.0,26.0,1,1,False,2,female
True,white,approve,2,150,110,2,2,True,4.77,210.0,119.0,2,2,False,3,male
True,white,approve,1,100,54,2,2,False,3.41,190.0,85.0,1,1,False,3,male
True,white,approve,1,152,71,1,0,False,5.95,190.0,48.6,2,1,False,2,female
True,white,approve,1,90,113,1,2,True,9.54,100.0,71.0,1,2,False,1,male
False,white,approve,1,44,50,1,0,False,4.17,74.0,72.3,2,2,False,1,female
False,black,approve,1,137,122,1,0,False,2.14,153.0,53.0,2,6,False,1,female
True,white,approve,1,81,35,1,2,False,2.96,101.0,29.0,2,1,False,2,male
False,white,approve,1,104,52,1,0,False,4.22,131.0,35.0,2,1,False,1,male
False,white,approve,1,60,29,1,0,False,2.42,215.0,162.0,2,1,False,1,female
True,white,approve,1,216,48,1,2,True,10.55,277.0,59.0,1,1,False,2,male
True,white,approve,1,322,122,1,0,True,7.38,435.0,168.9,1,5,False,2,male
True,white,approve,1,194,86,2,0,False,4.3,215.0,49.0,2,1,False,3,male
True,white,approve,1,207,93,1,1,False,6.25,230.0,22.0,2,1,False,2,male
False,white,approve,1,176,77,2,0,False,3.21,185.0,14.0,2,2,False,3,male
False,white,approve,1,93,44,1,0,False,3.69,125.0,58.0,1,1,False,1,female
True,hispan,approve,1,145,75,1,2,False,3.66,161.0,14.0,2,2,False,2,male
True,white,approve,1,149,50,1,2,False,4.14,165.0,34.0,2,4,True,2,male
True,white,reject,1,257,101,1,0,False,8.45,368.0,210.0,2,1,False,2,male
False,white,approve,1,105,35,1,0,False,2.66,110.0,18.19,2,2,False,2,male
False,white,approve,1,130,66,1,0,False,3.86,130.0,42.0,2,1,False,2,male
True,white,reject,1,131,53,1,0,False,4.46,146.0,31.0,2,1,True,2,male
True,white,approve,1,135,55,1,0,False,3.57,152.0,35.0,1,1,False,2,male
False,white,approve,1,106,41,1,0,False,3.4,133.0,67.0,2,2,False,2,female
True,white,approve,1,125,56,1,4,False,4.6,128.0,82.78,1,1,False,2,male
True,white,approve,1,180,108,1,0,False,4.98,435.0,80.0,1,2,False,2,male
False,white,approve,1,70,44,1,0,False,3.65,78.0,20.0,2,1,False,1,female
False,white,approve,1,150,62,1,0,False,5.2,301.0,32.0,2,4,False,1,female
False,white,approve,1,107,44,1,0,False,2.33,113.0,11.0,2,1,False,2,male
False,white,approve,1,56,37,1,0,True,3.11,70.0,53.0,1,1,False,1,male
True,white,approve,1,182,102,1,0,False,6.08,365.0,162.8,2,1,False,2,male
False,white,reject,1,95,37,1,0,False,3.07,100.0,33.0,2,2,False,2,male
True,black,approve,1,104,40,1,2,False,2.06,116.0,29.0,2,1,False,2,male
False,white,approve,1,83,43,1,0,False,3.57,83.0,7.0,1,1,False,1,male
True,black,approve,1,135,51,1,5,False,3.15,150.0,15.0,2,6,False,2,male
False,white,approve,1,77,63,1,2,False,3.24,105.0,28.0,2,1,False,2,male
False,white,approve,1,200,60,3,0,False,5.06,350.0,186.0,1,1,False,3,female
False,white,approve,1,74,48,1,0,False,2.01,74.0,26.0,1,4,False,1,male
False,white,approve,1,252,120,1,0,False,10.0,315.0,87.0,2,3,False,2,male
True,white,approve,1,130,66,1,0,True,3.19,320.0,210.0,2,1,False,2,male
True,white,approve,1,170,90,1,3,False,7.5,255.0,65.0,1,3,True,2,male
False,white,approve,1,104,49,1,0,False,1.96,130.0,38.0,2,1,False,2,female
False,white,approve,1,70,33,1,0,False,2.72,87.0,31.0,2,1,False,1,male
True,white,approve,1,119,51,1,0,False,2.62,159.0,49.0,2,2,False,2,male
True,white,approve,1,225,75,1,2,False,6.29,260.0,35.0,1,2,False,2,male
True,white,approve,1,25,41,1,0,True,3.46,25.0,47.52,1,1,False,2,male
True,black,approve,1,168,94,1,0,False,2.76,210.0,103.0,2,5,False,2,male
True,white,approve,1,87,39,1,3,False,3.47,109.0,27.0,2,2,False,2,male
True,white,approve,1,185,85,1,1,False,4.36,240.0,57.2,2,5,False,2,male
False,hispan,approve,1,102,64,1,0,False,4.89,127.0,27.5,2,4,False,2,male
True,black,reject,1,84,55,1,0,False,4.58,105.0,32.0,2,1,False,1,female
True,white,approve,1,100,77,1,2,False,4.77,150.0,21.0,1,2,False,2,male
True,black,approve,1,88,82,1,2,True,3.32,73.0,16.0,1,1,False,2,male
True,hispan,reject,1,129,68,1,2,False,4.2,136.0,25.34,2,2,False,2,male
False,black,approve,1,108,46,1,0,False,2.28,135.0,39.0,2,2,False,2,female
True,white,approve,1,123,83,1,1,False,4.61,154.0,48.0,2,6,False,2,male
True,white,reject,1,185,86,1,2,False,5.04,365.0,23.0,1,3,False,2,male
False,white,approve,1,168,65,1,0,False,5.42,210.0,61.0,2,1,False,2,male
True,white,approve,1,110,67,1,5,False,6.26,195.0,69.0,1,1,False,2,female
True,white,approve,1,256,90,1,1,False,3.33,320.0,93.0,1,3,False,2,male
True,white,approve,1,140,135,1,0,False,3.5,310.0,122.0,2,1,False,2,male
True,white,approve,1,120,48,1,0,False,2.04,130.0,33.0,2,1,False,2,male
True,white,approve,1,250,103,1,2,False,8.56,330.0,52.7,1,1,False,2,male
True,white,approve,1,150,63,1,2,False,4.25,228.0,77.0,1,1,False,2,male
True,white,approve,1,100,58,1,0,False,2.5,125.0,30.7,2,2,False,2,female
True,white,approve,1,122,57,1,0,False,2.7,152.0,52.02,2,2,False,2,male
False,hispan,approve,1,126,62,1,0,False,3.25,140.0,50.1,1,1,False,2,male
True,hispan,approve,1,122,37,1,2,False,1.84,135.0,21.0,2,1,True,2,male
False,white,approve,1,215,107,1,0,True,8.88,282.0,147.0,1,1,False,2,male
True,white,approve,1,170,84,1,0,False,2.67,289.0,60.0,2,1,False,2,male
True,white,approve,1,168,70,1,1,False,1.56,210.0,96.0,2,1,False,2,male
True,black,approve,1,100,28,1,0,False,2.33,120.0,80.0,1,1,False,2,female
True,white,approve,1,30,36,1,1,False,1.54,30.0,4.0,2,1,False,2,male
True,white,approve,1,125,68,1,0,False,4.86,225.0,63.0,2,4,False,2,male
True,white,approve,1,128,59,1,0,False,2.72,142.0,21.3,2,2,False,2,male
True,white,approve,1,112,48,1,0,False,2.81,125.0,17.0,2,5,False,2,male
True,white,approve,1,150,107,1,0,False,3.71,234.0,59.0,2,1,False,2,male
True,white,approve,1,121,44,1,0,False,1.9,140.0,36.0,2,1,False,2,male
True,white,approve,1,214,86,1,2,False,5.83,285.0,33.0,1,1,False,2,male
True,white,approve,1,188,83,1,3,False,6.84,275.0,99.0,1,1,False,2,male
False,hispan,reject,1,118,75,1,0,False,6.28,124.0,17.0,2,2,True,2,male
True,white,approve,1,152,76,1,0,True,2.58,190.0,203.0,1,1,False,2,male
False,white,approve,1,50,34,1,0,False,2.39,75.0,49.0,2,1,False,2,male
False,white,approve,1,244,110,1,0,False,9.17,305.0,39.7,1,2,False,2,male
True,hispan,reject,1,113,56,1,2,False,2.28,119.0,7.0,1,1,False,2,male
False,white,approve,1,153,72,1,0,True,6.04,170.0,10.0,2,2,False,2,female
False,white,approve,1,131,53,1,0,False,4.45,145.0,50.93,1,1,False,1,male
False,white,approve,1,50,39,1,0,False,3.25,63.0,14.0,1,3,False,2,male
True,white,approve,1,68,34,1,0,False,2.8,86.0,41.0,2,1,False,2,female
True,white,approve,1,113,54,2,0,False,1.56,125.0,36.2,2,5,False,3,female
True,white,approve,1,143,66,1,1,False,1.78,159.0,20.0,2,3,False,2,male
True,white,approve,1,160,72,1,1,False,6.0,178.0,26.0,1,2,False,2,male
True,black,reject,1,65,27,1,0,False,2.26,72.0,9.0,2,4,True,1,female
True,white,approve,1,187,114,1,1,False,9.54,245.0,129.0,1,1,False,2,male
False,white,approve,1,74,51,2,0,False,4.23,78.0,121.0,2,1,False,3,male
True,white,approve,2,200,95,2,0,False,2.92,170.0,53.0,1,3,True,2,male
False,white,approve,1,120,61,1,0,False,2.98,150.0,36.0,2,2,False,1,male
True,white,approve,1,116,47,1,1,False,3.9,145.0,29.0,1,1,False,2,male
True,white,approve,1,50,42,1,2,False,2.69,168.0,65.0,1,2,False,2,male
True,white,approve,1,120,63,1,2,False,2.47,160.0,9.0,3,5,False,2,male
False,white,approve,1,56,30,1,0,False,2.48,70.0,16.0,2,1,False,1,male
True,white,approve,1,176,74,1,2,False,7.71,186.2,35.0,1,2,False,2,male
True,white,approve,1,255,120,1,0,False,4.58,283.0,64.0,2,1,False,1,male
True,white,approve,1,106,49,1,2,False,3.82,111.5,15.6,2,5,False,2,male
False,white,approve,1,75,56,1,0,False,2.7,135.0,154.0,2,1,False,2,male
True,white,approve,1,70,61,1,2,False,5.03,137.0,105.0,2,1,False,1,male
False,white,approve,1,138,35,2,0,False,3.92,149.6,44.35,1,2,False,3,female
False,white,approve,1,103,39,1,0,False,3.33,115.0,27.0,2,2,False,2,female
False,hispan,reject,1,107,70,1,0,False,2.24,113.0,4.0,2,3,False,2,male
False,white,approve,1,128,60,1,1,True,6.0,160.0,144.0,2,1,False,2,male
True,white,approve,1,98,46,1,0,False,1.86,122.0,34.0,2,1,False,2,male
True,hispan,reject,1,200,43,1,0,False,3.42,145.0,44.0,2,1,False,2,female
True,white,reject,1,275,96,1,0,False,7.93,371.0,91.0,1,1,False,2,male
False,white,reject,1,119,40,1,0,False,1.6,125.0,12.0,2,1,False,2,male
True,white,reject,1,121,52,1,1,False,3.09,127.0,12.0,2,2,False,2,male
True,white,approve,1,120,54,1,8,False,4.51,240.0,30.0,1,1,False,2,male
True,white,approve,1,140,54,1,0,False,4.5,140.0,35.8,2,1,False,1,male
False,white,approve,1,352,122,1,0,True,10.14,440.0,89.0,1,1,False,2,female
True,white,approve,1,158,67,2,2,False,4.17,175.0,10.3,2,1,False,1,male
False,white,approve,1,170,69,1,1,False,5.46,239.0,102.0,1,1,False,2,male
True,white,approve,2,75,113,1,0,False,9.32,140.0,154.1,1,2,False,2,male
True,white,approve,1,165,70,1,0,False,4.52,245.0,180.0,1,2,False,2,male
True,white,approve,1,182,82,1,0,False,3.71,227.0,18.3,1,1,False,2,male
True,white,approve,1,100,72,2,2,True,5.0,125.0,224.0,2,1,False,3,male
True,white,approve,1,171,101,1,0,False,5.08,190.0,23.0,2,5,False,2,male
True,black,reject,1,112,55,1,0,False,4.58,140.0,36.0,2,1,False,1,female
False,black,reject,1,63,27,1,0,False,2.24,125.0,100.0,2,6,True,1,male
True,white,approve,1,200,96,1,2,False,8.0,335.0,90.5,1,1,False,2,male
True,white,approve,1,95,43,1,0,False,1.82,106.0,14.0,2,3,False,1,male
False,white,approve,1,112,80,1,3,True,4.12,140.0,12.85,1,1,False,2,male
False,white,reject,1,108,52,1,0,True,4.74,120.0,17.0,2,2,False,2,female
True,white,reject,1,81,47,1,4,False,3.52,90.0,32.0,2,1,False,2,male
True,white,approve,1,93,49,1,1,False,4.08,183.0,77.0,2,1,False,2,male
False,white,approve,1,90,49,1,0,False,4.06,124.0,83.0,2,1,False,1,female
False,white,approve,1,102,41,1,0,False,3.42,113.0,16.0,2,1,False,1,female
True,white,approve,1,110,38,1,0,False,3.64,110.0,0.759,1,2,False,2,male
True,hispan,approve,1,122,76,1,2,False,2.92,136.0,17.0,2,2,False,2,female
True,white,approve,1,137,62,1,0,False,5.17,227.0,37.2,1,2,False,2,male
True,black,approve,1,88,41,1,2,False,3.17,110.0,13.5,2,1,False,2,male
True,white,approve,1,187,136,1,0,False,5.71,212.0,44.0,1,1,False,2,male
True,black,approve,1,114,41,3,2,False,3.18,120.0,14.0,2,1,False,3,male
True,white,approve,1,123,61,1,0,False,2.6,129.0,6.5,2,1,False,2,male
False,white,approve,1,75,39,1,0,False,3.29,128.0,82.0,2,1,False,1,male
True,white,approve,1,103,43,1,0,False,1.69,108.0,12.0,2,1,False,2,male
True,white,approve,1,160,107,1,0,False,4.17,275.0,190.0,1,1,False,2,male
True,white,approve,1,232,125,1,3,False,10.42,290.0,71.0,1,1,False,2,male
False,white,approve,1,157,100,1,3,False,4.24,165.0,13.0,2,1,False,2,male
True,white,approve,1,171,70,1,0,False,3.17,214.0,43.0,1,1,False,2,male
True,hispan,reject,1,87,26,1,0,True,4.34,217.0,1.0,1,6,False,2,male
True,white,approve,1,183,23,1,1,False,4.98,266.0,161.0,1,1,False,2,male
True,white,approve,1,130,54,1,2,False,4.5,163.0,38.0,2,1,False,2,female
True,black,approve,1,116,65,1,0,False,3.5,145.0,62.0,2,2,False,2,male
False,black,reject,1,180,30,3,0,False,0.0,200.0,5.0,2,4,True,3,female
True,white,approve,2,101,47,1,2,False,2.04,145.0,1.0,1,2,False,2,male
True,white,approve,1,92,47,1,3,False,3.12,102.0,16.0,1,1,False,2,male
True,white,approve,1,80,57,1,1,False,1.52,100.0,38.0,2,2,False,2,male
True,white,approve,2,114,88,1,1,False,3.18,142.0,162.0,1,1,False,1,male
False,black,reject,1,104,51,2,0,False,1.76,135.0,16.0,2,6,False,3,female
True,white,approve,1,221,116,1,0,False,6.17,246.0,23.0,2,1,False,2,male
False,white,approve,1,119,37,1,0,False,3.07,149.0,49.0,1,2,False,2,female
True,white,approve,1,116,45,1,1,False,3.75,145.0,54.0,2,2,False,2,male
True,white,approve,1,124,59,1,3,False,4.89,155.0,60.0,2,1,False,2,male
True,white,approve,1,101,51,1,0,False,3.0,126.0,65.0,2,1,False,2,male
True,white,approve,1,112,70,1,2,False,5.8,159.9,153.6,2,1,False,2,male
False,white,approve,1,105,37,1,0,False,3.0,135.0,47.0,2,1,False,2,male
True,black,reject,1,213,30,2,2,False,0.72,232.0,25.0,2,4,False,3,male
False,white,approve,1,105,66,1,0,False,2.93,115.48,26.52,1,5,False,1,female
True,white,approve,1,125,62,1,2,False,5.23,170.0,131.0,1,1,False,2,male
True,white,approve,1,70,35,1,2,False,2.92,160.0,34.0,1,2,False,2,female
True,white,approve,1,50,30,1,2,False,2.08,171.0,164.0,1,1,False,2,male
False,white,approve,1,65,38,1,0,False,3.12,81.0,10.0,2,1,False,1,male
True,white,approve,1,80,50,2,3,False,4.14,210.0,124.0,2,1,False,3,male
True,white,approve,1,59,69,1,2,False,3.43,65.0,10.3,2,6,False,1,male
False,white,reject,1,102,44,1,0,False,2.33,113.0,16.0,2,5,False,1,male
True,white,approve,1,250,96,1,2,False,7.97,330.0,55.86,1,1,False,2,male
False,white,approve,1,51,34,1,0,False,2.87,57.0,30.0,2,1,False,1,female
True,white,reject,1,180,164,1,1,False,6.4,262.0,184.0,2,6,False,2,male
False,white,reject,1,67,84,1,0,False,1.92,74.0,21.0,2,1,False,1,male
False,white,approve,1,137,75,1,0,False,3.01,182.0,15.63,2,2,False,2,female
True,white,approve,2,73,55,1,0,False,4.6,113.0,69.0,1,1,False,1,male
True,white,approve,1,108,48,1,0,False,3.62,135.0,31.0,2,6,True,2,female
True,black,reject,1,66,26,1,1,True,2.18,96.0,15.1,2,5,True,1,male
False,white,approve,1,153,69,1,0,False,5.75,191.0,60.0,2,2,False,2,female
True,white,approve,1,58,54,1,0,False,2.38,160.0,31.0,1,1,False,2,male
True,white,approve,1,168,72,1,0,True,0.67,224.0,79.0,2,2,False,2,female
True,black,approve,1,90,52,1,1,False,2.73,112.0,23.0,2,5,False,2,male
True,white,approve,1,210,85,1,1,False,7.05,263.0,72.0,2,1,False,2,male
True,white,approve,1,188,86,1,0,False,9.33,278.0,15.0,2,5,True,2,male
True,white,approve,1,185,84,1,2,False,7.0,315.0,193.8,1,2,False,2,male
False,white,approve,1,68,40,1,0,False,3.3,80.0,1.0,2,1,False,1,female
True,white,approve,1,146,74,1,0,False,2.33,158.0,20.0,2,1,False,2,male
True,white,approve,1,135,59,1,3,False,3.35,150.0,32.6,2,1,False,2,male
False,white,approve,1,187,107,1,0,False,2.5,210.0,28.0,2,5,False,2,male
False,white,approve,1,48,59,1,0,False,4.88,60.0,99.0,2,1,False,1,male
True,white,approve,1,152,77,1,0,False,3.75,190.0,51.0,2,2,False,2,male
False,white,reject,1,164,132,2,0,False,12.0,164.0,129.0,1,1,False,3,male
True,white,approve,1,160,78,1,0,False,6.03,234.0,100.0,2,1,False,2,male
False,white,approve,1,76,44,3,0,False,3.86,136.0,13.7,1,6,False,3,male
True,white,approve,1,143,60,1,2,False,5.0,178.0,75.0,2,2,False,2,male
True,white,approve,1,117,56,1,2,False,2.75,137.0,17.0,2,1,False,2,male
False,white,approve,1,71,78,1,0,False,6.5,88.0,29.0,3,4,False,1,male
True,white,approve,1,225,90,1,2,False,7.5,330.0,68.0,2,1,False,2,male
False,white,approve,1,120,50,1,0,False,4.19,135.0,24.0,2,2,False,2,male
True,hispan,reject,1,170,69,1,1,False,3.12,178.0,20.0,2,1,False,2,male
False,black,approve,1,70,34,1,0,False,3.07,85.0,20.0,2,1,True,1,male
True,white,approve,1,92,38,1,2,False,1.98,172.0,124.0,1,1,False,2,male
False,white,approve,1,120,55,1,0,False,1.91,139.0,20.0,2,1,False,2,female
True,white,approve,1,70,56,1,0,False,3.37,171.0,44.0,2,4,False,2,male
True,white,approve,1,113,84,1,0,False,3.42,125.0,24.0,2,1,False,2,female
False,white,approve,1,158,68,1,0,False,3.86,175.0,30.0,2,1,False,2,male
False,white,reject,1,83,120,1,0,True,11.0,110.0,145.0,2,1,False,1,male
True,white,approve,1,90,62,1,1,False,2.6,105.0,25.0,1,2,False,1,male
True,white,approve,1,148,73,1,1,False,4.24,164.0,60.0,2,2,True,2,male
True,white,approve,1,108,36,1,3,False,3.85,120.0,8.0,2,1,False,2,male
False,hispan,approve,1,166,59,1,2,False,4.92,207.0,49.0,2,3,False,2,male
True,white,approve,1,100,116,1,0,False,3.6,286.0,50.0,1,4,False,2,male
True,white,approve,1,187,73,1,2,False,6.08,298.0,21.0,1,1,False,2,male
True,white,approve,1,105,43,1,2,False,3.35,152.0,15.0,2,2,False,2,male
True,white,approve,1,136,52,1,1,False,2.5,170.0,59.0,1,1,False,2,male
True,white,reject,1,99,69,1,4,False,3.99,110.0,16.0,2,1,False,2,male
False,white,approve,1,185,135,1,0,False,9.68,205.0,177.7,3,1,False,1,male
True,white,approve,1,90,41,1,0,False,3.38,131.0,76.0,1,3,False,1,male
False,white,approve,1,188,78,4,0,False,3.55,233.0,47.0,1,1,False,3,male
True,white,approve,1,90,80,1,0,False,4.17,268.0,14.7,2,1,False,2,female
False,hispan,approve,1,122,145,1,0,False,11.17,153.0,93.0,2,1,False,2,male
True,white,approve,1,135,55,1,1,False,3.5,196.0,73.0,2,1,False,2,male
True,white,approve,1,150,106,1,0,False,5.5,250.0,28.0,1,1,False,2,male
True,white,approve,1,124,47,1,2,False,3.92,165.0,54.0,2,1,False,2,male
False,white,approve,1,80,39,1,0,False,3.24,100.0,86.37,2,1,False,2,female
False,white,approve,1,77,28,1,0,False,2.29,103.0,40.0,2,1,False,1,female
True,white,approve,1,70,60,1,1,False,3.32,70.0,0.4,1,2,False,2,male
True,white,approve,1,159,77,1,1,False,5.42,177.0,46.0,2,3,False,2,male
False,white,approve,1,55,74,2,0,False,3.98,90.0,87.0,1,1,False,3,male
False,white,approve,1,59,29,1,0,False,2.48,65.0,10.0,2,1,False,1,male
False,white,approve,1,126,66,1,0,False,2.58,158.0,46.0,2,5,False,2,male
False,white,reject,1,127,41,1,0,False,3.42,152.0,36.0,2,1,False,2,male
True,white,approve,1,124,60,1,0,False,3.33,155.0,50.0,2,2,False,1,male
False,white,approve,1,181,96,1,0,False,4.68,227.0,134.0,2,1,False,2,male
False,black,approve,1,55,21,1,1,True,1.8,105.0,1.0,2,2,False,1,male
False,white,approve,1,160,81,4,0,True,0.0,200.0,21.0,1,5,False,3,male
True,white,approve,1,100,120,1,2,True,10.06,125.0,38.5,3,1,False,1,male
False,white,approve,1,214,120,1,0,False,10.0,314.0,200.0,2,1,False,1,female
False,white,approve,1,158,73,1,0,False,3.15,188.0,25.0,2,1,False,2,male
False,white,approve,1,126,56,1,1,True,1.96,140.1,28.2,2,3,False,2,male
True,white,reject,1,128,53,1,3,False,3.43,160.0,38.0,2,6,False,2,male
False,white,approve,1,104,67,1,1,True,5.56,130.0,108.0,2,5,False,1,female
True,white,approve,1,240,93,1,1,True,7.79,300.0,87.0,1,2,False,2,male
True,hispan,approve,1,112,48,1,2,False,2.87,125.0,15.0,1,1,False,1,male
True,white,approve,1,130,68,1,3,True,5.7,195.0,51.0,2,1,False,2,male
True,white,approve,1,137,70,1,0,False,3.17,177.0,52.4,2,1,False,2,male
False,white,approve,1,50,29,1,0,False,2.46,56.0,9.0,2,1,False,1,male
False,black,reject,1,132,55,1,0,False,3.39,165.0,32.6,2,1,False,2,male
True,black,approve,1,65,72,1,2,False,4.07,106.1,56.1,2,2,False,2,male
True,white,approve,1,100,58,1,3,False,3.85,185.0,6.0,1,2,False,2,male
False,black,approve,1,77,40,1,1,False,3.25,107.0,35.0,1,3,False,1,female
True,white,reject,1,135,23,1,0,False,0.15,150.0,33.0,2,1,False,1,male
True,white,approve,2,108,44,1,3,False,3.57,120.0,6.0,2,1,False,2,male
True,white,approve,1,115,49,1,2,False,3.67,144.0,2.0,1,1,False,2,male
True,white,approve,1,148,79,1,0,False,3.87,156.0,19.29,2,1,False,2,male
True,white,approve,1,131,66,1,0,False,3.73,131.0,17.0,2,1,False,2,male
True,white,approve,2,110,50,1,0,True,2.5,150.0,150.0,1,1,False,2,male
True,white,reject,1,105,58,1,1,True,3.34,140.0,55.0,1,2,False,1,male
False,white,approve,1,113,44,1,0,False,3.68,165.0,34.0,1,1,False,1,female
True,black,reject,1,72,108,3,2,True,5.0,92.0,18.0,1,5,True,3,male
True,white,approve,1,268,113,1,3,False,9.33,335.0,137.0,2,1,False,2,male
True,white,approve,1,127,80,1,2,False,4.28,141.0,7.0,2,1,False,2,female
False,white,approve,1,90,43,2,1,False,3.62,90.0,11.5,2,2,False,3,female
False,white,approve,1,83,48,1,0,False,4.0,110.0,31.0,1,3,True,1,male
True,white,approve,1,150,115,1,1,False,6.0,187.0,17.0,2,1,False,1,male
True,white,approve,1,125,51,1,0,False,4.26,225.0,137.0,1,6,False,2,male
False,white,approve,1,104,68,1,0,False,1.56,134.0,44.0,1,1,False,2,female
True,white,approve,1,147,54,1,2,False,4.5,184.0,43.0,1,1,False,2,male
True,white,approve,1,116,69,1,2,False,4.01,145.0,18.0,2,3,False,2,male
False,white,approve,1,144,69,1,0,False,2.97,152.0,13.0,2,2,False,2,male
True,white,approve,1,116,60,1,0,False,3.06,151.0,117.0,2,1,False,2,male
True,white,approve,1,299,131,1,1,False,7.92,320.0,100.0,1,2,False,2,male
True,white,approve,1,175,103,1,0,False,7.58,195.0,47.0,2,2,False,2,male
True,white,approve,1,128,85,1,0,False,6.25,160.0,15.9,2,1,False,1,male
True,white,reject,1,170,59,1,0,False,3.25,115.0,32.0,2,1,False,2,male
False,white,approve,1,106,57,1,0,False,2.92,126.0,28.0,2,2,False,2,male
True,white,approve,1,113,60,1,0,False,3.08,170.0,31.0,2,1,False,2,male
True,white,reject,1,138,57,1,3,True,4.74,186.0,64.0,2,1,False,2,male
True,white,approve,1,124,65,1,0,False,2.52,155.0,39.0,2,1,False,2,male
False,white,approve,1,95,76,1,0,False,5.42,122.0,46.9,1,1,False,1,male
True,black,approve,1,120,59,1,1,False,2.01,133.0,37.0,2,6,False,2,male
True,white,approve,1,210,95,1,2,False,6.25,280.0,13.0,1,2,False,2,male
True,white,approve,1,55,97,1,1,False,3.22,110.0,170.0,1,1,False,2,male
True,white,approve,1,90,49,1,1,False,3.75,153.0,71.0,1,1,False,2,male
True,white,approve,1,142,73,1,3,False,3.02,149.7,31.7,2,4,False,2,male
True,white,approve,1,104,55,1,1,False,2.49,115.6,17.0,2,1,False,2,male
True,hispan,approve,1,100,47,1,0,True,2.23,138.0,43.31,2,1,False,2,male
True,white,approve,1,118,71,1,0,False,1.9,148.0,61.0,2,1,False,2,male
True,white,approve,1,42,45,1,0,False,3.72,47.0,14.0,2,1,False,1,male
False,white,approve,1,120,69,1,0,False,3.19,130.0,19.0,2,4,False,2,male
False,white,reject,1,103,40,2,3,False,4.08,114.0,15.0,2,4,False,3,female
True,white,approve,1,110,164,1,1,False,3.47,172.0,41.0,2,1,True,2,male
True,white,approve,1,108,46,1,0,False,0.83,158.0,76.0,2,5,False,2,male
False,white,approve,1,119,93,1,0,False,1.71,148.6,22.3,2,6,False,2,male
False,black,approve,1,280,100,1,0,False,8.33,350.0,94.0,3,3,True,2,female
True,black,approve,1,160,52,1,0,False,2.5,178.0,30.0,1,3,False,2,male
True,white,approve,1,140,61,1,1,False,3.16,175.0,2.6,1,1,False,2,male
False,white,approve,1,144,85,1,0,False,7.08,159.0,18.0,2,2,False,1,female
True,black,approve,1,108,41,1,0,True,3.33,135.0,80.0,2,1,False,1,male
False,white,approve,1,50,50,1,0,False,3.73,190.0,189.2,2,1,False,1,male
True,hispan,approve,1,116,59,1,1,False,2.62,130.0,21.0,1,1,False,2,male
True,white,approve,1,170,48,1,1,False,5.5,302.0,65.0,2,1,False,2,male
False,white,reject,1,150,56,1,0,False,4.73,167.0,24.0,2,3,False,2,male
True,white,reject,1,255,69,1,0,True,5.75,397.0,162.0,1,1,False,2,male
